cod_ibge,nome,uf,distribuidora,familias_cadastradas,familias_pobreza,familias_baixa_renda,familias_elegiveis,beneficiarios_tsee,cobertura,lacuna_pos,sobrecobertura,subs_liquido,subsidio_familia_liq,rs_nao_acessado,subsidio_indisponivel,tarifa_municipal,tarifa_baixa_renda,rank_tarifa,moradores_por_domicilio,peso_pob80_cheia,dec_h_ano,d3_corr,d3_max,n_conj,violacao,dom_favela,dom_total_mun,d4_corr,favela_mapeada,renda_referencia,conta_cheia80,conta_social80,econ_mes,peso_social_ef,perda_familias_mes
1301852,Iranduba,AM,AMAZONAS ENERGIA S.A.,23014,13542,3298,16840,4458,24.9173865151603,12951.0,0,161258.27,36.172783759533424,630583.3462866449,0,0.84304,0.7396600000000001,2058.0,3.427887593625049,0.0902516400011394,73.82,1.0545714285714285,1.0545714285714285,1.0,1.0,5042,17757,0.2839443599707157,True,830.4337511705465,67.4432,0.0,67.4432,0.0,873456.8832
1300706,Boca do Acre,AM,AMAZONAS ENERGIA S.A.,9922,5879,1627,7506,3707,50.86767895878525,3624.0,0,129960.35,35.0580927974103,179248.8159914712,0,0.84304,0.7396600000000001,2058.0,3.470379846486912,0.0891465749426247,56.91,0.7296153846153847,0.7296153846153847,1.0,0.0,1282,10162,0.1261562684510923,True,686.069427510137,67.4432,0.0,67.4432,0.0,244414.15680000003
2609402,Moreno,PE,COMPANHIA ENERGÉTICA DE PERNAMBUCO,18587,10903,2788,13691,6266,49.68333697313824,6912.0,0,193343.89,30.856030960740508,326904.5844395605,0,0.76918,0.68237,3534.0,2.811584587905078,0.1003945928294392,11.915520273332044,1.0410191287753885,1.27,3.0,1.0,5153,19595,0.2629752487879561,True,795.0553246328934,61.5344,0.0,61.5344,0.0,425325.7728
1508001,Tomé-Açu,PA,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,19535,11011,3648,14659,6868,44.88167308750688,8012.0,0,278870.75,40.60436080372743,489782.9916615573,0,0.9783,0.8751599999999999,20.0,3.399737612271672,0.1055990830045381,32.40290158617143,0.8903510386226778,0.9236111111111112,2.0,0.0,4984,19818,0.2514885457664749,True,723.2491948051949,78.264,0.0,78.264,0.0,627051.168
2907202,Casa Nova,BA,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,25408,15679,3863,19542,9311,49.94386036541798,9808.0,0,297680.67,31.97085919879712,491562.1367504599,0,0.83772,0.75868,2207.0,3.076380879149045,0.0999291685791759,14.193087551184048,0.8507761561954864,1.1686666666666667,4.0,0.0,554,23409,0.0236661113247041,True,682.9649031451781,67.0176,0.0,67.0176,0.0,657308.6208
1304203,Tefé,AM,AMAZONAS ENERGIA S.A.,21292,11395,4576,15971,6311,47.71487681023133,8340.0,0,238952.03,37.86278402788781,426316.0462751281,0,0.84304,0.7396600000000001,2058.0,4.213860252004582,0.0734178303414424,56.29,1.0424074074074074,1.0424074074074074,1.0,1.0,4324,17460,0.247651775486827,True,782.1435881753313,67.4432,0.0,67.4432,0.0,562476.2880000001
4122206,Rio Branco do Sul,PR,COPEL DISTRIBUIÇÃO S.A.,7803,2264,2115,4379,2813,63.74943464495704,1603.0,0,66891.21999999999,23.77931745467472,55647.70430294431,0,0.6424200000000002,0.4924299999999999,5152.0,2.815663012464334,0.0837282223305771,23.38879306312612,1.951052646102744,3.552666666666666,4.0,1.0,3522,13318,0.2644541222405767,True,1080.5839111419275,51.39360000000002,0.0,51.39360000000002,0.0,82383.94080000003
1304062,Tabatinga,AM,AMAZONAS ENERGIA S.A.,16999,9793,3644,13437,4668,35.9879563417388,8504.0,0,189684.79,40.63513067694944,419845.91290525,0,0.8430399999999999,0.7396600000000001,2112.0,4.795144157814871,0.064517867843456,46.59,0.6916129032258065,0.6916129032258065,1.0,0.0,1063,13839,0.0768119083748825,True,706.1241015054022,67.44319999999999,0.0,67.44319999999999,0.0,573536.9727999999
1507300,São Félix do Xingu,PA,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,17583,9700,3340,13040,4551,32.61133910928712,8867.0,0,179440.59,39.42882663150956,544613.6816942438,0,0.9783,0.8751599999999999,20.0,3.129103474755232,0.1147322794558621,64.26591351115482,2.142394971999019,2.812340425531915,4.0,1.0,172,20836,0.0082549433672489,True,1008.6243960796944,78.264,0.0,78.264,0.0,693966.8879999999
5201702,Aragarças,GO,EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.,5152,1661,1049,2710,1980,66.3391557496361,925.0,0,64821.55,32.73815656565657,48939.938562808566,0,0.89181,0.7197899999999999,600.0,2.7451778179626283,0.1192162207596191,37.06571547476564,2.4006345590163654,2.449375,2.0,1.0,263,6636,0.0396323086196503,True,1388.7139642112195,71.34479999999999,0.0,71.34479999999999,0.0,65993.93999999999
